Job Title,Job Type,Company Name,Posted Date,Cities,States,Stipend,Start Date,Duration,Numer of Openings,Late date to apply,Skills
UI/UX Design Intern,Remote,IBM India,12-05-2023,Agra,Uttar Pradesh,Unpaid,Immediately,2 Months,1,18-05-2023,"Adobe XD, Figma, Prototyping"
DevOps Intern,Hybrid,Cognizant,12-05-2023,Chandauli,Uttar Pradesh,Unpaid,Immediately,6 Months,1,15-05-2023,"CI/CD, Kubernetes, Docker"
Blockchain Intern,Remote,Oracle India,12-05-2023,Muzaffarnagar,Uttar Pradesh,Unpaid,Immediately,2 Months,2,31-05-2023,"Solidity, Web3, Hyperledger, Ethereum, Smart Contracts"
Software Development Intern,Remote,Infosys,12-05-2023,Chandauli,Uttar Pradesh,Unpaid,Immediately,6 Months,1,15-05-2023,"C++, Git, Python, Problem Solving"
Data Science Intern,Hybrid,TCS,12-05-2023,Cuddapah,Andhra Pradesh,Unpaid,Immediately,2 Months,5,13-05-2023,"R, Python, SQL, Power BI, TensorFlow"
Cybersecurity Intern,Hybrid,Wipro,12-05-2023,Chakia,Uttar Pradesh,Unpaid,Immediately,6 Months,1,15-05-2023,"Cryptography, Firewalls, Linux, Security Tools"
Cloud Computing Intern,Hybrid,HCL Technologies,12-05-2023,Shahganj,Uttar Pradesh,Unpaid,Immediately,1 Months,1,16-05-2023,"Docker, Azure, Linux"
AI & Machine Learning Intern,Hybrid,Tech Mahindra,12-05-2023,Unnao,Uttar Pradesh,Unpaid,Immediately,1 Months,1,31-05-2023,"Python, PyTorch, NLP, Deep Learning, Scikit-learn"
Web Development Intern,Hybrid,Accenture,12-05-2023,Kheri,Uttar Pradesh,Unpaid,Immediately,2 Months,1,31-05-2023,"PHP, JavaScript, React, Node.js"
Mobile App Development Intern,Hybrid,Capgemini,12-05-2023,Cuddapah,Andhra Pradesh,Unpaid,Immediately,2 Months,10,30-05-2023,"Java, Kotlin, Flutter, React Native"
UI/UX Design Intern,Hybrid,IBM India,12-05-2023,Saharanpur,Uttar Pradesh,Unpaid,Immediately,1 Months,1,12-05-2023,"Figma, Wireframing, Sketch, Prototyping"
DevOps Intern,Hybrid,Cognizant,12-05-2023,Sendhwa,Madhya Pradesh,Unpaid,Immediately,3 Months,2,30-05-2023,"Jenkins, Linux, CI/CD, Docker"
Blockchain Intern,Hybrid,Oracle India,12-05-2023,Badwani,Madhya Pradesh,Unpaid,Immediately,4 Months,1,30-05-2023,"Ethereum, Smart Contracts, Cryptography, Solidity, Web3"
Software Development Intern,Hybrid,Infosys,12-05-2023,Lakhimpur,Uttar Pradesh,Unpaid,Immediately,2 Months,1,31-05-2023,"C++, SQL, OOP"
Data Science Intern,Hybrid,TCS,12-05-2023,Muzaffarnagar,Uttar Pradesh,Unpaid,Immediately,2 Months,1,30-05-2023,"Pandas, Machine Learning, SQL, R, Power BI"
Cybersecurity Intern,Remote,Wipro,12-05-2023,Khetia,Madhya Pradesh,Unpaid,Immediately,3 Months,1,31-05-2023,"Linux, Cryptography, Security Tools, Ethical Hacking, Networking"
Cloud Computing Intern,Remote,HCL Technologies,12-05-2023,Etah,Uttar Pradesh,Unpaid,Immediately,2 Months,1,20-05-2023,"Azure, Docker, Kubernetes, Linux"
AI & Machine Learning Intern,Hybrid,Tech Mahindra,12-05-2023,Gurdaspur,Punjab,12000 /month,Immediately,2 Months,1,05-06-2023,"Deep Learning, Python, NLP, Scikit-learn"
Web Development Intern,Hybrid,Accenture,12-05-2023,Jalaun,Uttar Pradesh,Unpaid,Immediately,2 Months,1,14-05-2023,"Node.js, HTML, JavaScript"
Mobile App Development Intern,Hybrid,Capgemini,12-05-2023,Hoshiarpur,Punjab,12000 /month,Immediately,2 Months,1,06-06-2023,"Swift, Flutter, Kotlin, Dart"
UI/UX Design Intern,Hybrid,IBM India,12-05-2023,Nagina,Uttar Pradesh,Unpaid,Immediately,2 Months,1,24-05-2023,"Figma, Sketch, Prototyping, User Research"
DevOps Intern,Hybrid,Cognizant,12-05-2023,Nagina,Uttar Pradesh,Unpaid,Immediately,2 Months,1,25-05-2023,"Linux, CI/CD, Git"
Blockchain Intern,Hybrid,Oracle India,12-05-2023,Amroha,Uttar Pradesh,Unpaid,Immediately,2 Months,1,18-05-2023,"Ethereum, Smart Contracts, Hyperledger, Solidity, Web3"
Software Development Intern,Remote,Infosys,12-05-2023,Awagarh Etha,Uttar Pradesh,Unpaid,Immediately,2 Months,1,15-05-2023,"Problem Solving, SQL, Java, Python, OOP"
Data Science Intern,Remote,TCS,12-05-2023,Chaurai,Madhya Pradesh,8000 /month,Immediately,1 Months,1,20-05-2023,"TensorFlow, Statistics, Machine Learning, Python"
Cybersecurity Intern,Remote,Wipro,12-05-2023,Panna,Madhya Pradesh,1500 /month,Immediately,1 Months,1,19-05-2023,"Security Tools, Networking, Cryptography, Ethical Hacking, Firewalls"
Cloud Computing Intern,Hybrid,HCL Technologies,12-05-2023,Panna,Madhya Pradesh,1500 /month,Immediately,1 Months,1,30-05-2023,"AWS, Azure, Terraform, Kubernetes, Docker"
AI & Machine Learning Intern,Hybrid,Tech Mahindra,12-05-2023,Eluru,Andhra Pradesh,5000 /month,Immediately,2 Months,10,16-05-2023,"Scikit-learn, PyTorch, Deep Learning, Python"
Web Development Intern,Remote,Accenture,12-05-2023,Firozabad,Uttar Pradesh,Unpaid,Immediately,2 Months,2,20-05-2023,"HTML, PHP, Node.js, React, JavaScript"
Mobile App Development Intern,Hybrid,Capgemini,12-05-2023,Panna,Madhya Pradesh,1500 /month,Immediately,1 Months,1,19-05-2023,"React Native, Swift, Kotlin, Dart"
UI/UX Design Intern,Remote,IBM India,12-05-2023,Lehramohabbat,Punjab,12000 /month,Immediately,2 Months,1,30-05-2023,"Figma, User Research, Prototyping, Sketch"
DevOps Intern,Hybrid,Cognizant,12-05-2023,Budhana,Uttar Pradesh,Unpaid,Immediately,2 Months,1,30-05-2023,"CI/CD, Git, Jenkins"
Blockchain Intern,Remote,Oracle India,12-05-2023,Varanasi,Uttar Pradesh,Unpaid,Immediately,2 Months,5,20-05-2023,"Hyperledger, Smart Contracts, Web3, Ethereum"
Software Development Intern,Hybrid,Infosys,12-05-2023,Gonda,Uttar Pradesh,Unpaid,Immediately,1 Months,2,25-05-2023,"Git, C++, OOP, SQL, Python"
Data Science Intern,Remote,TCS,12-05-2023,Gonda,Uttar Pradesh,Unpaid,Immediately,1 Month,2,25-05-2023,"Machine Learning, Pandas, SQL"
Cybersecurity Intern,Hybrid,Wipro,12-05-2023,Suryapet,Telangana,2000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            /month,Immediately,2 Months,1,31-05-2023,"Security Tools, Linux, Firewalls, Ethical Hacking, Cryptography"
Cloud Computing Intern,Remote,HCL Technologies,12-05-2023,Varanasi,Uttar Pradesh,Unpaid,Immediately,2 Months,5,25-05-2023,"Linux, Azure, Docker, CI/CD, Terraform"
AI & Machine Learning Intern,Hybrid,Tech Mahindra,12-05-2023,Banda,Madhya Pradesh,Unpaid,Immediately,2 Weeks,1,31-05-2023,"Python, NLP, Scikit-learn, Deep Learning, TensorFlow"
Web Development Intern,Remote,Accenture,12-05-2023,Kanpur Dehat,Uttar Pradesh,Unpaid,Immediately,2 Months,1,20-05-2023,"React, MongoDB, CSS, HTML, JavaScript"
Mobile App Development Intern,Remote,Capgemini,12-05-2023,Mohamdabad,Uttar Pradesh,Unpaid,Immediately,3 Months,1,31-05-2023,"Java, Swift, Dart"
UI/UX Design Intern,Hybrid,IBM India,12-05-2023,Moga,Punjab,12000 /month,Immediately,2 Months,6,25-05-2023,"User Research, Adobe XD, Prototyping"
DevOps Intern,Remote,Cognizant,12-05-2023,Varanasi,Uttar Pradesh,Unpaid,Immediately,2 Months,2,25-05-2023,"Kubernetes, Git, Linux, Docker, Jenkins"
Blockchain Intern,Hybrid,Oracle India,12-05-2023,Sheopur,Madhya Pradesh,1000 /month,Immediately,2 Weeks,2,31-05-2023,"Solidity, Web3, Cryptography"
Software Development Intern,Hybrid,Infosys,12-05-2023,Varanasi,Uttar Pradesh,Unpaid,Immediately,2 Months,5,25-05-2023,"Git, SQL, Java, OOP, Problem Solving"
Data Science Intern,Hybrid,TCS,12-05-2023,Laher,Madhya Pradesh,Unpaid,Immediately,02 Weeks,1,29-05-2023,"Statistics, Power BI, SQL, TensorFlow"
Cybersecurity Intern,Hybrid,Wipro,12-05-2023,Varanasi,Uttar Pradesh,Unpaid,Immediately,2 Months,3,25-05-2023,"Firewalls, Cryptography, Ethical Hacking, Security Tools, Linux"
Cloud Computing Intern,Remote,HCL Technologies,12-05-2023,Manasa,Madhya Pradesh,Unpaid,Immediately,2 Months,3,31-05-2023,"Docker, Terraform, Azure, CI/CD, AWS"
AI & Machine Learning Intern,Hybrid,Tech Mahindra,12-05-2023,Neemuch,Madhya Pradesh,Unpaid,Immediately,2 Months,1,31-05-2023,"NLP, Python, TensorFlow, PyTorch, Scikit-learn"
Web Development Intern,Remote,Accenture,12-05-2023,Agar Malwa,Madhya Pradesh,Unpaid,Immediately,2 Months,1,31-05-2023,"CSS, JavaScript, MongoDB, PHP, HTML"
Mobile App Development Intern,Remote,Capgemini,12-05-2023,Jatara,Madhya Pradesh,Unpaid,Immediately,2 Months,1,31-05-2023,"Java, Flutter, Kotlin, Dart, React Native"
UI/UX Design Intern,Hybrid,IBM India,12-05-2023,Gwalior,Madhya Pradesh,Unpaid,Immediately,2 Months,150,31-05-2023,"Prototyping, Sketch, User Research, Wireframing"
DevOps Intern,Remote,Cognizant,13-05-2023,Budhni,Madhya Pradesh,Unpaid,Immediately,1 Months,3,30-05-2023,"Docker, Linux, CI/CD, Git"
Blockchain Intern,Hybrid,Oracle India,13-05-2023,Raikot,Punjab,12000 /month,Immediately,2 Months,1,26-05-2023,"Smart Contracts, Ethereum, Hyperledger"
Software Development Intern,Hybrid,Infosys,13-05-2023,Begowal,Punjab,12000 /month,Immediately,2 Months,1,01-06-2023,"SQL, Python, Java"
Data Science Intern,Remote,TCS,13-05-2023,Kapurthala,Punjab,12000 /month,Immediately,2 Months,1,10-06-2023,"TensorFlow, Statistics, Python"
Cybersecurity Intern,Remote,Wipro,13-05-2023,Kapurthala,Punjab,12000 /month,Immediately,2 Months,1,02-06-2023,"Security Tools, Networking, Cryptography, Linux, Ethical Hacking"
Cloud Computing Intern,Hybrid,HCL Technologies,13-05-2023,Guna,Madhya Pradesh,Unpaid,Immediately,2 Months,6,31-05-2023,"Docker, Linux, AWS"
AI & Machine Learning Intern,Remote,Tech Mahindra,13-05-2023,Patna,Bihar,2000 /month,Immediately,2 Months,20,30-05-2023,"PyTorch, Deep Learning, Python, TensorFlow, Scikit-learn"
Web Development Intern,Hybrid,Accenture,13-05-2023,Susner,Madhya Pradesh,Unpaid,Immediately,2 Months,1,31-05-2023,"MongoDB, React, PHP, JavaScript"
Mobile App Development Intern,Remote,Capgemini,13-05-2023,Agar Malwa,Madhya Pradesh,Unpaid,Immediately,2 Months,1,31-05-2023,"React Native, Dart, Flutter"
UI/UX Design Intern,Hybrid,IBM India,13-05-2023,Neemuch,Madhya Pradesh,Unpaid,Immediately,2 Months,1,31-05-2023,"Wireframing, Adobe XD, User Research"
DevOps Intern,Remote,Cognizant,13-05-2023,Mandsaur,Madhya Pradesh,4500 /month,Immediately,2 Months,1,05-06-2023,"CI/CD, Git, Kubernetes, Jenkins"
Blockchain Intern,Hybrid,Oracle India,13-05-2023,Rewa,Madhya Pradesh,10000 /month,Immediately,2 Months,7,02-06-2023,"Solidity, Web3, Smart Contracts"
Software Development Intern,Remote,Infosys,15-05-2023,Mukerian,Punjab,12000 /month,Immediately,2 Months,1,01-06-2023,"Java, C++, Git, Python, OOP"
Data Science Intern,Remote,TCS,15-05-2023,Gurdaspur,Punjab,12000 /month,Immediately,2 Months,1,15-07-2023,"R, Pandas, TensorFlow, Statistics"
Cybersecurity Intern,Hybrid,Wipro,15-05-2023,Garhashanker,Punjab,12000 /month,Immediately,2 Months,1,26-06-2023,"Security Tools, Cryptography, Ethical Hacking"
Cloud Computing Intern,Hybrid,HCL Technologies,15-05-2023,Dhilwan,Punjab,12000 /month,Immediately,2 Months,1,01-06-2023,"Azure, Terraform, Docker"
AI & Machine Learning Intern,Remote,Tech Mahindra,15-05-2023,Bathinda,Punjab,12000 /month,Immediately,2 Months,6,16-06-2023,"NLP, TensorFlow, Python"
Web Development Intern,Hybrid,Accenture,15-05-2023,Talwandisabo,Punjab,12000 /month,Immediately,2 Months,1,10-06-2023,"HTML, CSS, JavaScript"
Mobile App Development Intern,Hybrid,Capgemini,15-05-2023,Hoshiarpur,Punjab,12000 /month,Immediately,2 Months,1,08-06-2023,"Dart, Swift, Java, React Native, Flutter"
UI/UX Design Intern,Remote,IBM India,15-05-2023,Makhu,Punjab,12000 /month,Immediately,2 Months,1,03-06-2023,"User Research, Wireframing, Adobe XD"
DevOps Intern,Hybrid,Cognizant,15-05-2023,Roorkee,Uttarakhand,Unpaid,Immediately,2 Months,3,30-06-2025,"Docker, Linux, Git"
Blockchain Intern,Remote,Oracle India,15-05-2023,Khanauri,Punjab,12000 /month,Immediately,2 Months,1,06-06-2023,"Web3, Cryptography, Smart Contracts, Ethereum"
Software Development Intern,Remote,Infosys,15-05-2023,Rangareddy,Telangana,Unpaid,Immediately,2 Months,1,25-05-2023,"SQL, Git, C++, Java, OOP"
Data Science Intern,Hybrid,TCS,15-05-2023,Hoshiarpur,Punjab,12000 /month,Immediately,2 Months,1,20-06-2023,"Power BI, Machine Learning, R, Python, Pandas"
Cybersecurity Intern,Remote,Wipro,15-05-2023,Mansa,Punjab,12000 /month,Immediately,2 Months,2,25-05-2023,"Cryptography, Networking, Ethical Hacking, Security Tools, Linux"
Cloud Computing Intern,Remote,HCL Technologies,15-05-2023,Jaunpur,Uttar Pradesh,Unpaid,Immediately,1 Months,1,26-05-2023,"CI/CD, Linux, AWS"
AI & Machine Learning Intern,Remote,Tech Mahindra,15-05-2023,Jaunpur,Uttar Pradesh,Unpaid,Immediately,1 Months,1,25-05-2023,"Python, PyTorch, Scikit-learn, NLP"
Web Development Intern,Hybrid,Accenture,15-05-2023,Shahjahanpur,Uttar Pradesh,8000 /month,Immediately,12 Months,1,20-05-2023,"MongoDB, JavaScript, React"
Mobile App Development Intern,Remote,Capgemini,15-05-2023,New Delhi,Delhi,10000 /month,Immediately,6 Months,3,19-05-2023,"Swift, Flutter, Dart"
UI/UX Design Intern,Remote,IBM India,15-05-2023,New Delhi,Delhi,10000 /month,Immediately,6 Months,2,19-05-2023,"Figma, Sketch, Prototyping, Wireframing"
DevOps Intern,Remote,Cognizant,15-05-2023,Malaut,Punjab,12000 /month,Immediately,2 Months,2,29-05-2023,"Jenkins, Linux, Docker"
Blockchain Intern,Hybrid,Oracle India,15-05-2023,Pathankot,Punjab,12000 /month,Immediately,2 Months,6,01-06-2023,"Web3, Hyperledger, Smart Contracts, Solidity, Cryptography"
Software Development Intern,Hybrid,Infosys,15-05-2023,Etah,Uttar Pradesh,Unpaid,Immediately,2 Months,1,17-05-2023,"SQL, Java, Git"
Data Science Intern,Hybrid,TCS,15-05-2023,Jalalabad,Uttar Pradesh,Unpaid,Immediately,12 Months,1,20-05-2023,"Power BI, R, Statistics"
Cybersecurity Intern,Remote,Wipro,15-05-2023,Muzaffarnagar,Uttar Pradesh,Unpaid,Immediately,2 Months,7,02-06-2023,"Networking, Linux, Ethical Hacking, Cryptography, Firewalls"
Cloud Computing Intern,Hybrid,HCL Technologies,15-05-2023,Etah,Uttar Pradesh,Unpaid,Immediately,2 Months,1,17-05-2023,"CI/CD, AWS, Linux, Kubernetes, Azure"
AI & Machine Learning Intern,Hybrid,Tech Mahindra,15-05-2023,Chhindwara,Madhya Pradesh,Unpaid,Immediately,1 Months,1,31-05-2023,"Python, Deep Learning, Scikit-learn, PyTorch"
Web Development Intern,Remote,Accenture,15-05-2023,Chhindwara,Madhya Pradesh,Unpaid,Immediately,02 Months,1,28-05-2023,"PHP, JavaScript, HTML"
Mobile App Development Intern,Remote,Capgemini,15-05-2023,Saharanpur,Uttar Pradesh,Unpaid,Immediately,01 Months,1,31-05-2023,"Flutter, Swift, Java"
UI/UX Design Intern,Remote,IBM India,15-05-2023,Rajgarh,Madhya Pradesh,Unpaid,Immediately,2 Months,1,30-05-2023,"Figma, Prototyping, Sketch"
DevOps Intern,Hybrid,Cognizant,15-05-2023,Rajgarh,Madhya Pradesh,Unpaid,Immediately,2 Months,1,30-05-2023,"Kubernetes, Jenkins, Git, Linux"
Blockchain Intern,Remote,Oracle India,15-05-2023,Bakshi Ka Talab,Uttar Pradesh,Unpaid,Immediately,2 Months,55,30-10-2024,"Solidity, Web3, Cryptography, Smart Contracts"
Software Development Intern,Hybrid,Infosys,15-05-2023,Alirajpur,Madhya Pradesh,Unpaid,Immediately,1 month,1,25-05-2023,"SQL, Git, OOP, C++, Java"
Data Science Intern,Remote,TCS,16-05-2023,Mahilpur,Punjab,12000 /month,Immediately,2 Months,1,30-06-2023,"TensorFlow, Power BI, Pandas, Python, R"
Cybersecurity Intern,Hybrid,Wipro,16-05-2023,Bariwala,Punjab,12000 /month,Immediately,2 Months,1,10-06-2023,"Linux, Ethical Hacking, Cryptography"
Cloud Computing Intern,Remote,HCL Technologies,16-05-2023,Payal,Punjab,12000 /month,Immediately,2 Months,1,05-06-2023,"Kubernetes, Docker, CI/CD"
AI & Machine Learning Intern,Remote,Tech Mahindra,16-05-2023,Khanna,Punjab,12000 /month,Immediately,2 Months,6,25-08-2023,"Python, TensorFlow, Deep Learning, PyTorch"
Web Development Intern,Remote,Accenture,16-05-2023,Machhiwara,Punjab,12000 /month,Immediately,2 Months,1,26-05-2023,"Node.js, HTML, JavaScript, CSS, React"
Mobile App Development Intern,Remote,Capgemini,16-05-2023,Ludhiana,Punjab,12000 /month,Immediately,2 Months,1,26-05-2023,"React Native, Flutter, Dart"
UI/UX Design Intern,Remote,IBM India,16-05-2023,Moonak,Punjab,12000 /month,Immediately,2 Months,1,30-05-2023,"Sketch, User Research, Adobe XD, Figma, Prototyping"
DevOps Intern,Remote,Cognizant,16-05-2023,Baghpat,Uttar Pradesh,2000 /month,Immediately,3 Months,2,01-06-2023,"Docker, Kubernetes, Linux, CI/CD, Jenkins"
Blockchain Intern,Hybrid,Oracle India,16-05-2023,Bhikhi,Punjab,12000 /month,Immediately,2 Months,1,27-05-2023,"Web3, Cryptography, Solidity, Ethereum, Hyperledger"
Software Development Intern,Remote,Infosys,16-05-2023,Lucknow,Uttar Pradesh,Unpaid,Immediately,1 Months,2,20-05-2023,"Python, Java, Git"
Data Science Intern,Hybrid,TCS,16-05-2023,Ludhiana,Punjab,12000 /month,Immediately,2 Months,1,10-06-2023,"Statistics, TensorFlow, Machine Learning"
Cybersecurity Intern,Remote,Wipro,16-05-2023,Baghpat,Uttar Pradesh,Unpaid,Immediately,3 Months,1,31-05-2023,"Security Tools, Cryptography, Networking, Linux, Firewalls"
Cloud Computing Intern,Hybrid,HCL Technologies,16-05-2023,Budhlada,Punjab,12000 /month,Immediately,2 Months,1,25-05-2023,"Docker, Linux, CI/CD, Terraform, Azure"
AI & Machine Learning Intern,Remote,Tech Mahindra,16-05-2023,Baghpat,Uttar Pradesh,Unpaid,Immediately,3 Months,1,31-05-2023,"Deep Learning, PyTorch, TensorFlow, NLP, Scikit-learn"
Web Development Intern,Hybrid,Accenture,16-05-2023,SAS Nagar,Punjab,12000 /month,Immediately,2 Months,2,28-05-2023,"MongoDB, HTML, CSS, React, PHP"
Mobile App Development Intern,Remote,Capgemini,16-05-2023,Shahganj,Uttar Pradesh,Unpaid,Immediately,1 Months,1,18-05-2023,"Swift, Java, Flutter, Dart, React Native"
UI/UX Design Intern,Remote,IBM India,16-05-2023,Baghpat,Uttar Pradesh,Unpaid,Immediately,3 Months,1,31-05-2023,"Sketch, Wireframing, Prototyping, User Research, Adobe XD"
DevOps Intern,Hybrid,Cognizant,16-05-2023,Bagpat,Uttar Pradesh,Unpaid,Immediately,3 Months,1,31-05-2023,"Jenkins, Docker, Linux, Kubernetes, CI/CD"
Blockchain Intern,Remote,Oracle India,16-05-2023,Jaunpur,Uttar Pradesh,Unpaid,Immediately,1 Months,1,18-05-2023,"Solidity, Web3, Ethereum"
Software Development Intern,Hybrid,Infosys,16-05-2023,Baghpat,Uttar Pradesh,Unpaid,Immediately,3 Months,1,31-05-2023,"Git, SQL, Java, OOP, C++"
Data Science Intern,Remote,TCS,16-05-2023,Bulandshahar,Uttar Pradesh,Unpaid,Immediately,6 Months,1,31-05-2023,"Python, TensorFlow, Pandas"
Cybersecurity Intern,Remote,Wipro,16-05-2023,Bijnore,Uttar Pradesh,Unpaid,Immediately,2 Months,1,25-05-2023,"Firewalls, Linux, Security Tools, Cryptography"
Cloud Computing Intern,Hybrid,HCL Technologies,16-05-2023,Pilibhit,Uttar Pradesh,Unpaid,Immediately,12 Weeks,1,25-05-2023,"Linux, Azure, Terraform, Docker"
AI & Machine Learning Intern,Remote,Tech Mahindra,16-05-2023,Itarsi,Madhya Pradesh,Unpaid,Immediately,6 Months,2,24-05-2023,"PyTorch, Deep Learning, Python"
Web Development Intern,Hybrid,Accenture,16-05-2023,Mau,Uttar Pradesh,Unpaid,Immediately,3 Months,2,31-05-2023,"CSS, React, JavaScript"
Mobile App Development Intern,Hybrid,Capgemini,16-05-2023,Baghpat,Uttar Pradesh,Unpaid,Immediately,3 Months,5,31-05-2023,"React Native, Swift, Kotlin, Flutter, Java"
